Combination,Train RMSE,Validation RMSE,Train RMSE Std. Dev., Validation RMSE Std. Dev,count
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Influent..ppm.', 'TSS.Pre.chlorination..ppm.')",0.5951472779154395,1.8212740056910834,0.03890082731191196,0.1393096662001772,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Influent..ppm.', 'pH.Pre.chlorination')",0.5127619212610656,1.7358222589282917,0.05032070155726077,0.07597368702439898,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Pre.chlorination..ppm.', 'COD.Influent..ppm.')",0.6290874835973544,1.8118229095507463,0.04414033300230527,0.1401232428072677,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Pre.chlorination..ppm.', 'COD.Pre.chlorination..ppm.')",0.6567070098991168,1.916514315634187,0.043522806587737065,0.15808664646019646,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Pre.chlorination..ppm.', 'TSS.Pre.chlorination..ppm.')",0.6226663068053278,1.839030092117703,0.05260761296063352,0.15032089238131255,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'BOD.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.6058585453460776,1.8162251630267683,0.01762376036569137,0.09386087428026234,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'COD.Influent..ppm.', 'COD.Pre.chlorination..ppm.')",0.6733509670101634,1.9496474224720621,0.09657542237265268,0.13421197526178463,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'COD.Influent..ppm.', 'TSS.Pre.chlorination..ppm.')",0.6647824829199905,1.832392458027448,0.06177659578332042,0.14853268652087154,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'COD.Influent..ppm.', 'pH.Pre.chlorination')",0.6407321057118229,1.9112710024516733,0.04475184598962657,0.13502060094858806,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'COD.Pre.chlorination..ppm.', 'TSS.Pre.chlorination..ppm.')",0.7643035550384648,1.9071546961198458,0.04493319928956815,0.08596126283803461,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'COD.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.6748188198792044,1.9920695086423716,0.03135878791749592,0.18736329595101672,4
"('Chlorine.dosage..L.d.', 'Flow.Rate.Influent..m3.d.', 'TSS.Pre.chlorination..ppm.', 'pH.Pre.chlorination')",0.6381986807987727,1.8599878506644347,0.020383518241037058,0.14171042555066551,4
"('Chlorine.dosage..L.d.', 'Total.Coliform.Influent..MPN.100mL.', 'Fecal.Coliform.Influent..MPN.100mL.', 'BOD.Influent..ppm.')",0.6081809117720154,2.0210221892970983,0.06824608242601943,0.13779019840603743,4
"('Chlorine.dosage..L.d.', 'Total.Coliform.Influent..MPN.100mL.', 'Fecal.Coliform.Influent..MPN.100mL.', 'BOD.Pre.chlorination..ppm.')",0.6533632821675879,1.9676205583452073,0.04489809057098257,0.14445710244144833,4
"('Chlorine.dosage..L.d.', 'Total.Coliform.Influent..MPN.100mL.', 'Fecal.Coliform.Influent..MPN.100mL.', 'COD.Influent..ppm.')",0.7076481687533069,1.9132392442860238,0.03655720538464885,0.10400720277252441,4
"('Chlorine.dosage..L.d.', 'Total.Coliform.Influent..MPN.100mL.', 'Fecal.Coliform.Influent..MPN.100mL.', 'COD.Pre.chlorination..ppm.')",0.7714366774861225,2.0780785498710896,0.10024595258779402,0.17586622111011493,4
